candidate_id,A,B,C,D,E,F,proxy_global_opt_assignment_db,is_dp,is_random,is_greedy,is_baseline
e_165614cfc623,25.938,4.42,2176.0,14.266,6.924440476190476,5.12632906350823,5.12632906350823,True,False,False,False
e_ea185e852e23,23.418000000000003,3.6920000000000006,2176.0,14.31,6.141940476190477,4.078329063508231,4.078329063508231,True,False,False,False
e_8b6dd1ba9585,23.506,3.736,2176.0,14.398000000000001,6.199035714285714,4.078329063508231,4.078329063508231,True,False,False,False
e_2e4938ad2dc2,23.506,3.6920000000000006,2176.0,14.376,6.152285714285714,4.078329063508231,4.078329063508231,False,False,False,False
e_b2c741746c44,23.594,3.736,2176.0,14.464000000000002,6.209380952380952,4.078329063508231,4.078329063508231,False,False,False,False
e_f2177bc058a9,23.546,3.4800000000000004,2176.0,14.822000000000001,5.996988095238096,4.078329063508231,4.078329063508231,True,False,False,False
e_c226a3e297ae,23.634,3.524,2176.0,14.91,6.054083333333333,4.078329063508231,4.078329063508231,True,True,False,False
e_9b7a0f998e0e,23.589999999999996,3.4800000000000004,2176.0,14.8,5.995285714285714,4.078329063508231,4.078329063508231,True,False,False,False
e_2fc0525c177f,23.677999999999997,3.524,2176.0,14.888000000000002,6.052380952380952,4.078329063508231,4.078329063508231,True,False,False,False
e_2d90e7a34f46,26.022,4.416,2176.0,14.844000000000001,6.994690476190477,5.10232906350823,5.10232906350823,True,False,False,False
e_c49dbab21416,26.066000000000003,4.46,2176.0,14.8,7.034238095238095,5.1463290635082295,5.1463290635082295,True,False,False,False
e_2f88f02c6486,26.11,4.416,2176.0,14.91,7.0050357142857145,5.10232906350823,5.10232906350823,False,False,False,False
e_43e39cd20707,26.154000000000003,4.46,2176.0,14.866000000000001,7.044583333333333,5.1463290635082295,5.1463290635082295,False,False,False,False
e_ad5830cdf1e5,25.937999999999995,4.3759999999999994,2176.0,14.420000000000002,6.899690476190476,5.082329063508229,5.082329063508229,True,False,False,False
e_36a4cb884e73,25.982,4.3759999999999994,2176.0,14.376,6.895238095238094,5.12632906350823,5.12632906350823,True,False,False,False
e_6e9106a6c601,25.981999999999996,4.42,2176.0,14.398000000000001,6.941988095238095,5.082329063508229,5.082329063508229,True,False,False,False
e_88c2bcd552b7,26.026,4.42,2176.0,14.354000000000001,6.937535714285714,5.12632906350823,5.12632906350823,True,False,False,False
e_036fb8bdbca5,23.418000000000006,3.6920000000000006,2176.0,14.288,6.1391904761904765,4.034329063508231,4.034329063508231,False,False,False,False
e_089cba705582,23.506000000000004,3.736,2176.0,14.376000000000001,6.196285714285715,4.078329063508231,4.078329063508231,False,False,False,False
e_0b0ffb255334,23.506000000000004,3.6920000000000006,2176.0,14.354000000000001,6.149535714285714,4.034329063508231,4.034329063508231,False,False,False,False
e_fa605124bec7,23.594000000000005,3.736,2176.0,14.442,6.206630952380952,4.078329063508231,4.078329063508231,False,True,False,False
e_1f075749476e,23.546000000000006,3.4800000000000004,2176.0,14.8,5.994238095238096,4.034329063508231,4.034329063508231,False,True,False,False
e_65ae1b1fa8e7,23.634000000000004,3.524,2176.0,14.888000000000002,6.051333333333334,4.077077933089608,4.077077933089608,False,False,False,False
e_2082fb5b0522,23.590000000000003,3.4800000000000004,2176.0,14.778,5.992535714285714,4.034329063508231,4.034329063508231,False,False,False,False
e_28a0b83e1398,23.678,3.524,2176.0,14.866,6.049630952380952,4.077077933089608,4.077077933089608,False,False,False,False
e_10fb8c40ee23,26.022000000000002,4.416,2176.0,14.822,6.991940476190477,5.10232906350823,5.10232906350823,False,False,False,False
e_264eeb4ed4d1,26.066000000000006,4.46,2176.0,14.778,7.031488095238095,5.1463290635082295,5.1463290635082295,False,False,False,False
