permutation,num_realizations,bfs_state_id,bfs_state_bits,bfs_cross_count,bfs_wil_db,bfs_total_il_db,bfs_worst_input,bfs_worst_output,bfs_worst_path_id,opt_state_id,opt_state_bits,opt_cross_count,opt_wil_db,opt_total_il_db,opt_worst_input,opt_worst_output,opt_worst_path_id,delta_wil_db,relative_improvement_percent,num_optimal_states,num_exact_optimal_states,assignment_wil_range_db
"[0, 1, 2, 5, 4, 3, 6, 7]",8,9280,00000010001001000,3,4.787364439063363,30.265673484602914,1,1,30,127319,11101010100011111,11,4.439446251690219,31.429655397904956,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.4561659669808371
"[0, 1, 2, 5, 4, 3, 7, 6]",8,9288,00010010001001000,4,4.787364439063363,30.41117122376567,1,1,30,127327,11111010100011111,12,4.439446251690219,31.57515313706771,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.4561659669808371
"[0, 1, 2, 5, 4, 6, 3, 7]",4,102710,01101100100010011,8,4.895612218671056,30.99316218041669,2,2,56,127351,11101110100011111,12,4.439446251690219,31.57515313706771,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 5, 4, 6, 7, 3]",4,102718,01111100100010011,9,4.895612218671056,31.138659919579446,2,2,56,127359,11111110100011111,13,4.46815086414724,31.720650876230465,7,3,175,0.4274613545238166,8.73151988822868,1,1,0.4274613545238166
"[0, 1, 2, 5, 4, 7, 3, 6]",4,9416,00010011001001000,5,4.787364439063363,30.556668962928427,1,1,30,25801,10010011001001100,7,4.605109957833811,30.847664441253933,6,3,152,0.18225448122955168,3.806989911660232,2,2,0.18225448122955168
"[0, 1, 2, 5, 4, 7, 6, 3]",4,9408,00000011001001000,4,4.787364439063363,30.41117122376567,1,1,30,25793,10000011001001100,6,4.708069051520382,30.70216670209118,7,3,163,0.07929538754298093,1.6563474235626585,2,2,0.07929538754298093
"[0, 1, 2, 5, 6, 3, 4, 7]",4,9312,00000110001001000,4,4.787364439063363,30.41117122376567,1,1,30,25697,10000110001001100,6,4.689320181939005,30.70216670209118,5,3,114,0.09804425712435805,2.0479798096077304,2,2,0.09804425712435805
"[0, 1, 2, 5, 6, 3, 7, 4]",4,9320,00010110001001000,5,4.787364439063363,30.556668962928427,1,1,30,25705,10010110001001100,7,4.689320181939005,30.847664441253933,5,3,114,0.09804425712435805,2.0479798096077304,2,2,0.09804425712435805
"[0, 1, 2, 5, 6, 4, 3, 7]",4,102706,01001100100010011,7,4.895612218671056,30.847664441253933,2,2,56,127347,11001110100011111,11,4.439446251690219,31.429655397904956,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 5, 6, 4, 7, 3]",4,102714,01011100100010011,8,4.895612218671056,30.99316218041669,2,2,56,127355,11011110100011111,12,4.46815086414724,31.57515313706771,7,3,175,0.4274613545238166,8.73151988822868,1,1,0.4274613545238166
"[0, 1, 2, 5, 6, 7, 3, 4]",8,9448,00010111001001000,6,4.787364439063363,30.70216670209118,1,1,30,127475,11001111100011111,12,4.439446251690219,31.57515313706771,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.4561659669808371
"[0, 1, 2, 5, 6, 7, 4, 3]",8,9440,00000111001001000,5,4.787364439063363,30.556668962928427,1,1,30,127483,11011111100011111,13,4.46815086414724,31.720650876230465,7,3,175,0.3192135749161231,6.6678352772026805,1,1,0.4274613545238166
"[0, 1, 2, 5, 7, 3, 4, 6]",4,102814,01111001100010011,9,4.895612218671056,31.138659919579446,2,2,56,127455,11111011100011111,13,4.439446251690219,31.720650876230465,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 5, 7, 3, 6, 4]",4,102806,01101001100010011,8,4.895612218671056,30.99316218041669,2,2,56,127447,11101011100011111,12,4.439446251690219,31.57515313706771,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 5, 7, 4, 3, 6]",4,9420,00110011001001000,6,4.787364439063363,30.70216670209118,1,1,30,25805,10110011001001100,8,4.605109957833811,30.99316218041669,6,3,152,0.18225448122955168,3.806989911660232,2,2,0.18225448122955168
"[0, 1, 2, 5, 7, 4, 6, 3]",4,9412,00100011001001000,5,4.787364439063363,30.556668962928427,1,1,30,25797,10100011001001100,7,4.708069051520382,30.847664441253933,7,3,163,0.07929538754298093,1.6563474235626585,2,2,0.07929538754298093
"[0, 1, 2, 5, 7, 6, 3, 4]",8,9452,00110111001001000,7,4.787364439063363,30.847664441253936,1,1,30,127479,11101111100011111,13,4.439446251690219,31.720650876230465,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.4561659669808371
"[0, 1, 2, 5, 7, 6, 4, 3]",8,9444,00100111001001000,6,4.787364439063363,30.70216670209118,1,1,30,127487,11111111100011111,14,4.46815086414724,31.866148615393218,7,3,175,0.3192135749161231,6.6678352772026805,1,1,0.4274613545238166
"[0, 1, 2, 6, 3, 4, 5, 7]",4,98850,01000100010000011,5,4.895612218671056,30.556668962928427,2,2,56,123491,11000110010001111,9,4.439446251690219,31.138659919579446,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 3, 4, 7, 5]",4,98858,01010100010000011,6,4.895612218671056,30.702166702091183,2,2,56,123499,11010110010001111,10,4.439446251690219,31.284157658742203,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 3, 5, 4, 7]",4,33314,01000100010000010,4,4.895612218671056,30.41117122376567,2,2,56,57955,11000110010001110,8,4.439446251690219,30.993162180416693,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 3, 5, 7, 4]",4,33322,01010100010000010,5,4.895612218671056,30.556668962928427,2,2,56,57963,11010110010001110,9,4.439446251690219,31.138659919579446,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 3, 7, 4, 5]",8,33442,01000101010000010,5,4.895612218671056,30.556668962928427,2,2,56,58083,11000111010001110,9,4.439446251690219,31.138659919579446,0,0,20,0.4561659669808371,9.317853347148198,2,2,0.4561659669808371
"[0, 1, 2, 6, 3, 7, 5, 4]",8,98978,01000101010000011,6,4.895612218671056,30.702166702091183,2,2,56,123619,11000111010001111,10,4.439446251690219,31.284157658742203,0,0,20,0.4561659669808371,9.317853347148198,2,2,0.4561659669808371
"[0, 1, 2, 6, 4, 3, 5, 7]",4,98854,01100100010000011,6,4.895612218671056,30.70216670209118,2,2,56,123495,11100110010001111,10,4.439446251690219,31.284157658742203,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 4, 3, 7, 5]",4,98862,01110100010000011,7,4.895612218671056,30.847664441253933,2,2,56,123503,11110110010001111,11,4.439446251690219,31.429655397904956,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 4, 5, 3, 7]",8,33282,01000000010000010,3,4.895612218671056,30.265673484602914,2,2,56,57923,11000010010001110,7,4.439446251690219,30.847664441253936,0,0,20,0.4561659669808371,9.317853347148198,2,2,0.4561659669808371
"[0, 1, 2, 6, 4, 5, 7, 3]",8,33290,01010000010000010,4,4.895612218671056,30.41117122376567,2,2,56,57931,11010010010001110,8,4.604653124984484,30.99316218041669,7,3,167,0.29095909368657225,5.943262674623254,2,2,0.29095909368657225
"[0, 1, 2, 6, 4, 7, 3, 5]",4,33410,01000001010000010,4,4.895612218671056,30.41117122376567,2,2,56,58051,11000011010001110,8,4.439446251690219,30.993162180416693,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 4, 7, 5, 3]",4,33418,01010001010000010,5,4.895612218671056,30.556668962928427,2,2,56,58059,11010011010001110,9,4.604653124984484,31.138659919579446,7,3,167,0.29095909368657225,5.943262674623254,1,1,0.29095909368657225
"[0, 1, 2, 6, 5, 3, 4, 7]",4,33318,01100100010000010,5,4.895612218671056,30.556668962928427,2,2,56,57959,11100110010001110,9,4.439446251690219,31.138659919579446,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 5, 3, 7, 4]",4,33326,01110100010000010,6,4.895612218671056,30.70216670209118,2,2,56,57967,11110110010001110,10,4.439446251690219,31.284157658742203,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 5, 4, 3, 7]",8,98818,01000000010000011,4,4.895612218671056,30.41117122376567,2,2,56,123459,11000010010001111,8,4.439446251690219,30.993162180416693,0,0,20,0.4561659669808371,9.317853347148198,2,2,0.4561659669808371
"[0, 1, 2, 6, 5, 4, 7, 3]",8,98826,01010000010000011,5,4.895612218671056,30.556668962928427,2,2,56,123467,11010010010001111,9,4.604653124984484,31.138659919579446,7,3,167,0.29095909368657225,5.943262674623254,2,2,0.29095909368657225
"[0, 1, 2, 6, 5, 7, 3, 4]",4,98946,01000001010000011,5,4.895612218671056,30.556668962928427,2,2,56,123587,11000011010001111,9,4.439446251690219,31.138659919579446,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 5, 7, 4, 3]",4,98954,01010001010000011,6,4.895612218671056,30.702166702091176,2,2,56,123595,11010011010001111,10,4.604653124984484,31.2841576587422,7,3,167,0.29095909368657225,5.943262674623254,1,1,0.29095909368657225
"[0, 1, 2, 6, 7, 3, 4, 5]",8,33446,01100101010000010,6,4.895612218671056,30.702166702091183,2,2,56,58087,11100111010001110,10,4.439446251690219,31.284157658742203,0,0,20,0.4561659669808371,9.317853347148198,2,2,0.4561659669808371
"[0, 1, 2, 6, 7, 3, 5, 4]",8,98982,01100101010000011,7,4.895612218671056,30.84766444125394,2,2,56,123623,11100111010001111,11,4.439446251690219,31.42965539790496,0,0,20,0.4561659669808371,9.317853347148198,2,2,0.4561659669808371
"[0, 1, 2, 6, 7, 4, 3, 5]",4,33414,01100001010000010,5,4.895612218671056,30.556668962928427,2,2,56,58055,11100011010001110,9,4.439446251690219,31.138659919579446,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 7, 4, 5, 3]",4,33422,01110001010000010,6,4.895612218671056,30.702166702091183,2,2,56,58063,11110011010001110,10,4.604653124984484,31.284157658742203,7,3,167,0.29095909368657225,5.943262674623254,1,1,0.29095909368657225
"[0, 1, 2, 6, 7, 5, 3, 4]",4,98950,01100001010000011,6,4.895612218671056,30.70216670209118,2,2,56,123591,11100011010001111,10,4.439446251690219,31.284157658742203,0,0,20,0.4561659669808371,9.317853347148198,1,1,0.4561659669808371
"[0, 1, 2, 6, 7, 5, 4, 3]",4,98958,01110001010000011,7,4.895612218671056,30.847664441253933,2,2,56,123599,11110011010001111,11,4.604653124984484,31.429655397904952,7,3,167,0.29095909368657225,5.943262674623254,1,1,0.29095909368657225
"[0, 1, 2, 7, 3, 4, 5, 6]",4,2188,00110001000100000,4,5.078361088252433,30.41117122376567,4,3,106,2188,00110001000100000,4,5.078361088252433,30.41117122376567,4,3,106,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 3, 4, 6, 5]",4,2180,00100001000100000,3,5.078361088252433,30.265673484602914,4,3,106,2180,00100001000100000,3,5.078361088252433,30.265673484602914,4,3,106,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 3, 5, 4, 6]",4,67724,00110001000100001,5,5.078361088252433,30.556668962928427,4,3,106,67724,00110001000100001,5,5.078361088252433,30.556668962928427,4,3,106,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 3, 5, 6, 4]",4,67716,00100001000100001,4,5.078361088252433,30.41117122376567,4,3,106,67716,00100001000100001,4,5.078361088252433,30.41117122376567,4,3,106,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 3, 6, 4, 5]",8,2212,00100101000100000,4,5.078361088252433,30.41117122376567,4,3,106,2212,00100101000100000,4,5.078361088252433,30.41117122376567,4,3,106,0.0,0.0,8,8,0.0
"[0, 1, 2, 7, 3, 6, 5, 4]",8,67748,00100101000100001,5,5.078361088252433,30.556668962928427,4,3,106,67748,00100101000100001,5,5.078361088252433,30.556668962928427,4,3,106,0.0,0.0,8,8,0.0
"[0, 1, 2, 7, 4, 3, 5, 6]",4,2184,00010001000100000,3,5.181320181939005,30.265673484602914,5,3,117,2184,00010001000100000,3,5.181320181939005,30.265673484602914,5,3,117,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 4, 3, 6, 5]",4,2176,00000001000100000,2,5.181320181939005,30.120175745440157,5,3,117,2176,00000001000100000,2,5.181320181939005,30.120175745440157,5,3,117,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 4, 5, 3, 6]",8,2056,00010000000100000,2,4.951612218671055,30.120175745440157,6,3,144,2056,00010000000100000,2,4.951612218671055,30.120175745440157,6,3,144,0.0,0.0,8,8,0.0
"[0, 1, 2, 7, 4, 5, 6, 3]",8,2048,00000000000100000,1,5.054571312357629,29.974678006277408,7,3,155,2048,00000000000100000,1,5.054571312357629,29.974678006277408,7,3,155,0.0,0.0,8,8,0.0
"[0, 1, 2, 7, 4, 6, 3, 5]",4,67628,00110100000100001,5,4.951612218671055,30.556668962928427,6,3,144,67628,00110100000100001,5,4.951612218671055,30.556668962928427,6,3,144,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 4, 6, 5, 3]",4,67620,00100100000100001,4,5.054571312357629,30.41117122376567,7,3,155,67620,00100100000100001,4,5.054571312357629,30.41117122376567,7,3,155,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 5, 3, 4, 6]",4,67720,00010001000100001,4,5.181320181939005,30.41117122376567,5,3,117,67720,00010001000100001,4,5.181320181939005,30.41117122376567,5,3,117,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 5, 3, 6, 4]",4,67712,00000001000100001,3,5.181320181939005,30.265673484602914,5,3,117,67712,00000001000100001,3,5.181320181939005,30.265673484602914,5,3,117,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 5, 4, 3, 6]",8,67592,00010000000100001,3,4.951612218671055,30.265673484602914,6,3,144,67592,00010000000100001,3,4.951612218671055,30.265673484602914,6,3,144,0.0,0.0,8,8,0.0
"[0, 1, 2, 7, 5, 4, 6, 3]",8,67584,00000000000100001,2,5.054571312357629,30.120175745440164,7,3,155,67584,00000000000100001,2,5.054571312357629,30.120175745440164,7,3,155,0.0,0.0,8,8,0.0
"[0, 1, 2, 7, 5, 6, 3, 4]",4,2092,00110100000100000,4,4.951612218671055,30.41117122376567,6,3,144,2092,00110100000100000,4,4.951612218671055,30.41117122376567,6,3,144,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 5, 6, 4, 3]",4,2084,00100100000100000,3,5.054571312357629,30.265673484602914,7,3,155,2084,00100100000100000,3,5.054571312357629,30.265673484602914,7,3,155,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 6, 3, 4, 5]",8,2208,00000101000100000,3,5.181320181939005,30.265673484602914,5,3,117,2208,00000101000100000,3,5.181320181939005,30.265673484602914,5,3,117,0.0,0.0,8,8,0.0
"[0, 1, 2, 7, 6, 3, 5, 4]",8,67744,00000101000100001,4,5.181320181939005,30.41117122376567,5,3,117,67744,00000101000100001,4,5.181320181939005,30.41117122376567,5,3,117,0.0,0.0,8,8,0.0
"[0, 1, 2, 7, 6, 4, 3, 5]",4,67624,00010100000100001,4,4.951612218671055,30.41117122376567,6,3,144,67624,00010100000100001,4,4.951612218671055,30.41117122376567,6,3,144,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 6, 4, 5, 3]",4,67616,00000100000100001,3,5.054571312357629,30.265673484602914,7,3,155,67616,00000100000100001,3,5.054571312357629,30.265673484602914,7,3,155,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 6, 5, 3, 4]",4,2088,00010100000100000,3,4.951612218671055,30.265673484602914,6,3,144,2088,00010100000100000,3,4.951612218671055,30.265673484602914,6,3,144,0.0,0.0,4,4,0.0
"[0, 1, 2, 7, 6, 5, 4, 3]",4,2080,00000100000100000,2,5.054571312357629,30.120175745440164,7,3,155,2080,00000100000100000,2,5.054571312357629,30.120175745440164,7,3,155,0.0,0.0,4,4,0.0
"[0, 1, 3, 2, 4, 5, 6, 7]",32,32768,00000000000000010,1,4.998571312357628,29.974678006277408,3,2,67,61521,10001010000011110,7,4.439446251690219,30.847664441253933,0,0,20,0.5591250606674087,11.185697386873763,4,4,0.5591250606674087
"[0, 1, 3, 2, 4, 5, 7, 6]",32,32776,00010000000000010,2,4.998571312357628,30.120175745440164,3,2,67,61529,10011010000011110,8,4.439446251690219,30.99316218041669,0,0,20,0.5591250606674087,11.185697386873763,4,4,0.5591250606674087
"[0, 1, 3, 2, 4, 6, 5, 7]",16,98340,00100100000000011,4,4.998571312357628,30.41117122376567,3,2,67,127093,10101110000011111,10,4.439446251690219,31.284157658742195,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 4, 6, 7, 5]",16,98348,00110100000000011,5,4.998571312357628,30.556668962928427,3,2,67,127101,10111110000011111,11,4.439446251690219,31.429655397904952,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 4, 7, 5, 6]",16,32904,00010001000000010,3,4.998571312357628,30.265673484602917,3,2,67,61657,10011011000011110,9,4.439446251690219,31.138659919579446,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 4, 7, 6, 5]",16,32896,00000001000000010,2,4.998571312357628,30.120175745440164,3,2,67,61649,10001011000011110,8,4.439446251690219,30.99316218041669,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 5, 4, 6, 7]",32,98304,00000000000000011,2,4.998571312357628,30.120175745440164,3,2,67,127057,10001010000011111,8,4.439446251690219,30.99316218041669,0,0,20,0.5591250606674087,11.185697386873763,4,4,0.5591250606674087
"[0, 1, 3, 2, 5, 4, 7, 6]",32,98312,00010000000000011,3,4.998571312357628,30.265673484602914,3,2,67,127065,10011010000011111,9,4.439446251690219,31.138659919579442,0,0,20,0.5591250606674087,11.185697386873763,4,4,0.5591250606674087
"[0, 1, 3, 2, 5, 6, 4, 7]",16,32804,00100100000000010,3,4.998571312357628,30.265673484602914,3,2,67,61557,10101110000011110,9,4.439446251690219,31.138659919579442,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 5, 6, 7, 4]",16,32812,00110100000000010,4,4.998571312357628,30.41117122376567,3,2,67,61565,10111110000011110,10,4.439446251690219,31.284157658742195,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 5, 7, 4, 6]",16,98440,00010001000000011,4,4.998571312357628,30.41117122376567,3,2,67,127193,10011011000011111,10,4.439446251690219,31.284157658742195,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 5, 7, 6, 4]",16,98432,00000001000000011,3,4.998571312357628,30.265673484602914,3,2,67,127185,10001011000011111,9,4.439446251690219,31.138659919579442,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 6, 4, 5, 7]",16,98336,00000100000000011,3,4.998571312357628,30.265673484602914,3,2,67,127089,10001110000011111,9,4.439446251690219,31.138659919579442,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 6, 4, 7, 5]",16,98344,00010100000000011,4,4.998571312357628,30.41117122376567,3,2,67,127097,10011110000011111,10,4.439446251690219,31.284157658742195,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 6, 5, 4, 7]",16,32800,00000100000000010,2,4.998571312357628,30.12017574544016,3,2,67,61553,10001110000011110,8,4.439446251690219,30.99316218041669,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 6, 5, 7, 4]",16,32808,00010100000000010,3,4.998571312357628,30.265673484602914,3,2,67,61561,10011110000011110,9,4.439446251690219,31.138659919579442,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 6, 7, 4, 5]",32,32928,00000101000000010,3,4.998571312357628,30.265673484602914,3,2,67,61681,10001111000011110,9,4.439446251690219,31.138659919579442,0,0,20,0.5591250606674087,11.185697386873763,4,4,0.5591250606674087
"[0, 1, 3, 2, 6, 7, 5, 4]",32,98464,00000101000000011,4,4.998571312357628,30.41117122376567,3,2,67,127217,10001111000011111,10,4.439446251690219,31.2841576587422,0,0,20,0.5591250606674087,11.185697386873763,4,4,0.5591250606674087
"[0, 1, 3, 2, 7, 4, 5, 6]",16,32908,00110001000000010,4,4.998571312357628,30.41117122376567,3,2,67,61661,10111011000011110,10,4.439446251690219,31.2841576587422,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 7, 4, 6, 5]",16,32900,00100001000000010,3,4.998571312357628,30.265673484602914,3,2,67,61653,10101011000011110,9,4.439446251690219,31.138659919579442,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 7, 5, 4, 6]",16,98444,00110001000000011,5,4.998571312357628,30.556668962928427,3,2,67,127197,10111011000011111,11,4.439446251690219,31.429655397904952,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 7, 5, 6, 4]",16,98436,00100001000000011,4,4.998571312357628,30.41117122376567,3,2,67,127189,10101011000011111,10,4.439446251690219,31.284157658742195,0,0,20,0.5591250606674087,11.185697386873763,2,2,0.5591250606674087
"[0, 1, 3, 2, 7, 6, 4, 5]",32,32932,00100101000000010,4,4.998571312357628,30.41117122376567,3,2,67,61685,10101111000011110,10,4.439446251690219,31.2841576587422,0,0,20,0.5591250606674087,11.185697386873763,4,4,0.5591250606674087
"[0, 1, 3, 2, 7, 6, 5, 4]",32,98468,00100101000000011,5,4.998571312357628,30.556668962928427,3,2,67,127221,10101111000011111,11,4.439446251690219,31.429655397904952,0,0,20,0.5591250606674087,11.185697386873763,4,4,0.5591250606674087
"[0, 1, 3, 4, 2, 5, 6, 7]",8,107588,00100010001001011,6,4.787364439063363,30.702166702091176,1,1,30,29011,11001010100011100,8,4.439446251690219,30.99316218041669,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.5434170973994608
"[0, 1, 3, 4, 2, 5, 7, 6]",8,107596,00110010001001011,7,4.787364439063363,30.847664441253933,1,1,30,29019,11011010100011100,9,4.439446251690219,31.138659919579446,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.5434170973994608
"[0, 1, 3, 4, 2, 6, 5, 7]",4,107620,00100110001001011,7,4.787364439063363,30.847664441253933,1,1,30,124005,10100110001001111,9,4.499109957833809,31.13865991957944,4,2,104,0.2882544812295533,6.021151823694243,2,2,0.2882544812295533
"[0, 1, 3, 4, 2, 6, 7, 5]",4,107628,00110110001001011,8,4.787364439063363,30.99316218041669,1,1,30,124013,10110110001001111,10,4.499109957833809,31.284157658742195,4,2,104,0.2882544812295533,6.021151823694243,2,2,0.2882544812295533
"[0, 1, 3, 4, 2, 7, 5, 6]",4,4506,01011001100010000,6,4.98286334908968,30.702166702091183,2,3,55,29147,11011011100011100,10,4.439446251690219,31.2841576587422,0,0,20,0.5434170973994608,10.905719449415319,1,1,0.5434170973994608
"[0, 1, 3, 4, 2, 7, 6, 5]",4,4498,01001001100010000,5,4.98286334908968,30.556668962928427,2,3,55,29139,11001011100011100,9,4.439446251690219,31.138659919579442,0,0,20,0.5434170973994608,10.905719449415319,1,1,0.5434170973994608
"[0, 1, 3, 4, 5, 2, 6, 7]",8,107584,00000010001001011,5,4.787364439063363,30.556668962928427,1,1,30,29015,11101010100011100,9,4.439446251690219,31.138659919579446,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.5434170973994608
"[0, 1, 3, 4, 5, 2, 7, 6]",8,107592,00010010001001011,6,4.787364439063363,30.70216670209118,1,1,30,29023,11111010100011100,10,4.439446251690219,31.2841576587422,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.5434170973994608
"[0, 1, 3, 4, 5, 6, 2, 7]",4,4406,01101100100010000,6,4.98286334908968,30.702166702091183,2,3,55,29047,11101110100011100,10,4.439446251690219,31.2841576587422,0,0,20,0.5434170973994608,10.905719449415319,1,1,0.5434170973994608
"[0, 1, 3, 4, 5, 6, 7, 2]",4,4414,01111100100010000,7,4.98286334908968,30.847664441253936,2,3,55,29055,11111110100011100,11,4.439446251690219,31.429655397904952,0,0,20,0.5434170973994608,10.905719449415319,1,1,0.5434170973994608
"[0, 1, 3, 4, 5, 7, 2, 6]",4,107720,00010011001001011,7,4.787364439063363,30.847664441253933,1,1,30,124105,10010011001001111,9,4.517858827415188,31.138659919579442,6,2,153,0.26950561164817444,5.629519437649134,2,2,0.26950561164817444
"[0, 1, 3, 4, 5, 7, 6, 2]",4,107712,00000011001001011,6,4.787364439063363,30.702166702091176,1,1,30,124097,10000011001001111,8,4.620817921101759,30.993162180416686,7,2,164,0.1665465179616037,3.4788769495515606,2,2,0.1665465179616037
"[0, 1, 3, 4, 6, 2, 5, 7]",4,107616,00000110001001011,6,4.787364439063363,30.702166702091176,1,1,30,124001,10000110001001111,8,4.602069051520382,30.993162180416686,5,2,115,0.1852953875429808,3.8705093355966325,2,2,0.1852953875429808
"[0, 1, 3, 4, 6, 2, 7, 5]",4,107624,00010110001001011,7,4.787364439063363,30.847664441253933,1,1,30,124009,10010110001001111,9,4.602069051520382,31.13865991957944,5,2,115,0.1852953875429808,3.8705093355966325,2,2,0.1852953875429808
"[0, 1, 3, 4, 6, 5, 2, 7]",4,4402,01001100100010000,5,4.98286334908968,30.556668962928427,2,3,55,29043,11001110100011100,9,4.439446251690219,31.138659919579442,0,0,20,0.5434170973994608,10.905719449415319,1,1,0.5434170973994608
"[0, 1, 3, 4, 6, 5, 7, 2]",4,4410,01011100100010000,6,4.98286334908968,30.702166702091183,2,3,55,29051,11011110100011100,10,4.439446251690219,31.2841576587422,0,0,20,0.5434170973994608,10.905719449415319,1,1,0.5434170973994608
"[0, 1, 3, 4, 6, 7, 2, 5]",8,107752,00010111001001011,8,4.787364439063363,30.99316218041669,1,1,30,29171,11001111100011100,10,4.439446251690219,31.2841576587422,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.5434170973994608
"[0, 1, 3, 4, 6, 7, 5, 2]",8,107744,00000111001001011,7,4.787364439063363,30.847664441253933,1,1,30,29179,11011111100011100,11,4.439446251690219,31.429655397904956,0,0,20,0.3479181873731436,7.267426405523725,1,1,0.5434170973994608
"[0, 1, 3, 4, 7, 2, 5, 6]",4,4510,01111001100010000,7,4.98286334908968,30.84766444125394,2,3,55,29151,11111011100011100,11,4.439446251690219,31.429655397904956,0,0,20,0.5434170973994608,10.905719449415319,1,1,0.5434170973994608
"[0, 1, 3, 4, 7, 2, 6, 5]",4,4502,01101001100010000,6,4.98286334908968,30.702166702091183,2,3,55,29143,11101011100011100,10,4.439446251690219,31.2841576587422,0,0,20,0.5434170973994608,10.905719449415319,1,1,0.5434170973994608
"[0, 1, 3, 4, 7, 5, 2, 6]",4,107724,00110011001001011,8,4.787364439063363,30.99316218041669,1,1,30,124109,10110011001001111,10,4.517858827415188,31.284157658742195,6,2,153,0.26950561164817444,5.629519437649134,2,2,0.26950561164817444
"[0, 1, 3, 4, 7, 5, 6, 2]",4,107716,00100011001001011,7,4.787364439063363,30.847664441253933,1,1,30,124101,10100011001001111,9,4.620817921101759,31.138659919579442,7,2,164,0.1665465179616037,3.4788769495515606,2,2,0.1665465179616037
