permutation,num_realizations,bfs_state_id,bfs_state_bits,bfs_cross_count,bfs_wil_db,bfs_total_il_db,bfs_worst_input,bfs_worst_output,bfs_worst_path_id,opt_state_id,opt_state_bits,opt_cross_count,opt_wil_db,opt_total_il_db,opt_worst_input,opt_worst_output,opt_worst_path_id,delta_wil_db,relative_improvement_percent,num_optimal_states,num_exact_optimal_states,assignment_wil_range_db
"[3, 2, 6, 5, 0, 1, 7, 4]",4,38504,00010110011010010,7,5.093320181939005,30.84766444125394,1,2,29,5737,10010110011010000,7,5.077612218671056,30.847664441253936,0,3,17,0.015707963267948877,0.30840321650403146,2,2,0.015707963267948877
"[3, 2, 6, 5, 0, 4, 1, 7]",2,54852,00100010011010110,7,5.093320181939005,30.84766444125394,1,2,29,22085,10100010011010100,7,5.077612218671056,30.847664441253936,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 0, 4, 7, 1]",2,54860,00110010011010110,8,5.093320181939005,30.99316218041669,1,2,29,22093,10110010011010100,8,5.077612218671056,30.99316218041669,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 0, 7, 1, 4]",2,38632,00010111011010010,8,5.093320181939005,30.99316218041669,1,2,29,5865,10010111011010000,8,5.077612218671056,30.99316218041669,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 0, 7, 4, 1]",2,38624,00000111011010010,7,5.093320181939005,30.84766444125394,1,2,29,5857,10000111011010000,7,5.077612218671056,30.847664441253936,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 1, 0, 4, 7]",4,54880,00000110011010110,7,5.093320181939005,30.847664441253936,1,2,29,22113,10000110011010100,7,5.077612218671056,30.847664441253933,0,3,17,0.015707963267948877,0.30840321650403146,2,2,0.015707963267948877
"[3, 2, 6, 5, 1, 0, 7, 4]",4,54888,00010110011010110,8,5.093320181939005,30.99316218041669,1,2,29,22121,10010110011010100,8,5.077612218671056,30.99316218041669,0,3,17,0.015707963267948877,0.30840321650403146,2,2,0.015707963267948877
"[3, 2, 6, 5, 1, 4, 0, 7]",2,38468,00100010011010010,6,5.093320181939005,30.702166702091183,1,2,29,5701,10100010011010000,6,5.077612218671056,30.70216670209118,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 1, 4, 7, 0]",2,38476,00110010011010010,7,5.093320181939005,30.84766444125394,1,2,29,5709,10110010011010000,7,5.077612218671056,30.847664441253936,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 1, 7, 0, 4]",2,55016,00010111011010110,9,5.093320181939005,31.138659919579446,1,2,29,22249,10010111011010100,9,5.077612218671056,31.138659919579446,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 1, 7, 4, 0]",2,55008,00000111011010110,8,5.093320181939005,30.993162180416693,1,2,29,22241,10000111011010100,8,5.077612218671056,30.99316218041669,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 4, 0, 1, 7]",2,54848,00000010011010110,6,5.093320181939005,30.702166702091183,1,2,29,22081,10000010011010100,6,5.077612218671056,30.70216670209118,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 4, 0, 7, 1]",2,54856,00010010011010110,7,5.093320181939005,30.847664441253933,1,2,29,22089,10010010011010100,7,5.077612218671056,30.847664441253933,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 4, 1, 0, 7]",2,38464,00000010011010010,5,5.093320181939005,30.556668962928427,1,2,29,5697,10000010011010000,5,5.077612218671056,30.556668962928427,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 4, 1, 7, 0]",2,38472,00010010011010010,6,5.093320181939005,30.702166702091183,1,2,29,5705,10010010011010000,6,5.077612218671056,30.702166702091183,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 4, 7, 0, 1]",4,38592,00000011011010010,6,5.093320181939005,30.702166702091183,1,2,29,5825,10000011011010000,6,5.077612218671056,30.70216670209118,0,3,17,0.015707963267948877,0.30840321650403146,2,2,0.015707963267948877
"[3, 2, 6, 5, 4, 7, 1, 0]",4,54976,00000011011010110,7,5.093320181939005,30.847664441253936,1,2,29,22209,10000011011010100,7,5.077612218671056,30.847664441253933,0,3,17,0.015707963267948877,0.30840321650403146,2,2,0.015707963267948877
"[3, 2, 6, 5, 7, 0, 1, 4]",2,38636,00110111011010010,9,5.093320181939005,31.138659919579446,1,2,29,5869,10110111011010000,9,5.077612218671056,31.138659919579446,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 7, 0, 4, 1]",2,38628,00100111011010010,8,5.093320181939005,30.99316218041669,1,2,29,5861,10100111011010000,8,5.077612218671056,30.99316218041669,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 7, 1, 0, 4]",2,55020,00110111011010110,10,5.093320181939005,31.284157658742203,1,2,29,22253,10110111011010100,10,5.077612218671056,31.2841576587422,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 7, 1, 4, 0]",2,55012,00100111011010110,9,5.093320181939005,31.138659919579446,1,2,29,22245,10100111011010100,9,5.077612218671056,31.138659919579446,0,3,17,0.015707963267948877,0.30840321650403146,1,1,0.015707963267948877
"[3, 2, 6, 5, 7, 4, 0, 1]",4,38596,00100011011010010,7,5.093320181939005,30.847664441253936,1,2,29,5829,10100011011010000,7,5.077612218671056,30.847664441253933,0,3,17,0.015707963267948877,0.30840321650403146,2,2,0.015707963267948877
"[3, 2, 6, 5, 7, 4, 1, 0]",4,54980,00100011011010110,8,5.093320181939005,30.99316218041669,1,2,29,22213,10100011011010100,8,5.077612218671056,30.99316218041669,0,3,17,0.015707963267948877,0.30840321650403146,2,2,0.015707963267948877
"[3, 2, 6, 7, 0, 1, 4, 5]",8,47776,00000101010111010,7,4.78811330864474,30.847664441253933,5,1,119,64164,00100101010111110,9,4.440195121271597,31.138659919579446,4,0,109,0.34791818737314273,7.2662897668898285,4,4,0.34791818737314273
"[3, 2, 6, 7, 0, 1, 5, 4]",8,113312,00000101010111011,8,4.78811330864474,30.99316218041669,5,1,119,96933,10100101010111101,10,4.440195121271597,31.2841576587422,4,0,109,0.34791818737314273,7.2662897668898285,4,4,0.34791818737314273
"[3, 2, 6, 7, 0, 4, 1, 5]",4,113192,00010100010111011,8,4.55840534537679,30.99316218041669,6,1,146,64132,00100001010111110,8,4.440195121271597,30.99316218041669,4,0,109,0.11821022410519255,2.5932363436060664,2,2,0.11821022410519255
"[3, 2, 6, 7, 0, 4, 5, 1]",4,113184,00000100010111011,7,4.661364439063363,30.84766444125394,7,1,157,64140,00110001010111110,9,4.440195121271597,31.138659919579446,4,0,109,0.22116931779176596,4.744733450538934,2,2,0.22116931779176596
"[3, 2, 6, 7, 0, 5, 1, 4]",4,47656,00010100010111010,7,4.55840534537679,30.847664441253933,6,1,146,129668,00100001010111111,9,4.440195121271597,31.138659919579446,4,0,109,0.11821022410519255,2.5932363436060664,2,2,0.11821022410519255
"[3, 2, 6, 7, 0, 5, 4, 1]",4,47648,00000100010111010,6,4.661364439063363,30.702166702091183,7,1,157,129676,00110001010111111,10,4.440195121271597,31.284157658742195,4,0,109,0.22116931779176596,4.744733450538934,2,2,0.22116931779176596
"[3, 2, 6, 7, 1, 0, 4, 5]",8,64160,00000101010111110,8,4.543154214958167,30.99316218041669,5,0,120,64160,00000101010111110,8,4.543154214958167,30.99316218041669,5,0,120,0.0,0.0,4,4,0.14200000000000035
"[3, 2, 6, 7, 1, 0, 5, 4]",8,129696,00000101010111111,9,4.543154214958167,31.138659919579446,5,0,120,96929,10000101010111101,9,4.543154214958167,31.138659919579442,5,0,120,0.0,0.0,4,4,0.14200000000000035
"[3, 2, 6, 7, 1, 4, 0, 5]",4,129576,00010100010111111,9,4.31344625169022,31.138659919579446,6,0,147,129576,00010100010111111,9,4.31344625169022,31.138659919579446,6,0,147,0.0,0.0,2,2,0.37170796326794786
"[3, 2, 6, 7, 1, 4, 5, 0]",4,129568,00000100010111111,8,4.416405345376791,30.99316218041669,7,0,158,129568,00000100010111111,8,4.416405345376791,30.99316218041669,7,0,158,0.0,0.0,2,2,0.2687488695813762
"[3, 2, 6, 7, 1, 5, 0, 4]",4,64040,00010100010111110,8,4.31344625169022,30.99316218041669,6,0,147,64040,00010100010111110,8,4.31344625169022,30.99316218041669,6,0,147,0.0,0.0,2,2,0.37170796326794786
"[3, 2, 6, 7, 1, 5, 4, 0]",4,64032,00000100010111110,7,4.416405345376791,30.84766444125394,7,0,158,31265,10000100010111100,7,4.416405345376791,30.847664441253936,7,0,158,0.0,0.0,2,2,0.2687488695813762
"[3, 2, 6, 7, 4, 0, 1, 5]",4,64128,00000001010111110,7,4.543154214958167,30.847664441253933,5,0,120,64128,00000001010111110,7,4.543154214958167,30.847664441253933,5,0,120,0.0,0.0,2,2,0.015251130418622694
"[3, 2, 6, 7, 4, 0, 5, 1]",4,64136,00010001010111110,8,4.543154214958167,30.99316218041669,5,0,120,64136,00010001010111110,8,4.543154214958167,30.99316218041669,5,0,120,0.0,0.0,2,2,0.1182102241051961
"[3, 2, 6, 7, 4, 1, 0, 5]",4,47744,00000001010111010,6,4.78811330864474,30.702166702091176,5,1,119,96813,10110100010111101,10,4.31344625169022,31.2841576587422,6,0,147,0.4746670569545204,9.913446619935428,2,2,0.4746670569545204
"[3, 2, 6, 7, 4, 1, 5, 0]",4,47752,00010001010111010,7,4.78811330864474,30.847664441253933,5,1,119,129572,00100100010111111,9,4.416405345376791,31.138659919579446,7,0,158,0.37170796326794875,7.7631404962126815,2,2,0.37170796326794875
"[3, 2, 6, 7, 4, 5, 0, 1]",8,47616,00000000010111010,5,4.661364439063363,30.556668962928427,7,1,157,64008,00010000010111110,7,4.332278104762015,30.847664441253933,7,1,169,0.3290863343013486,7.059871387517469,4,4,0.3290863343013486
"[3, 2, 6, 7, 4, 5, 1, 0]",8,64000,00000000010111110,6,4.416405345376791,30.702166702091183,7,0,158,31233,10000000010111100,6,4.416405345376791,30.70216670209118,7,0,158,0.0,0.0,4,4,0.14199999999999857
"[3, 2, 6, 7, 5, 0, 1, 4]",4,129664,00000001010111111,8,4.543154214958167,30.99316218041669,5,0,120,129664,00000001010111111,8,4.543154214958167,30.99316218041669,5,0,120,0.0,0.0,2,2,0.015251130418622694
"[3, 2, 6, 7, 5, 0, 4, 1]",4,129672,00010001010111111,9,4.543154214958167,31.13865991957944,5,0,120,129672,00010001010111111,9,4.543154214958167,31.13865991957944,5,0,120,0.0,0.0,2,2,0.1182102241051961
"[3, 2, 6, 7, 5, 1, 0, 4]",4,113280,00000001010111011,7,4.78811330864474,30.847664441253933,5,1,119,64044,00110100010111110,9,4.31344625169022,31.138659919579446,6,0,147,0.4746670569545204,9.913446619935428,2,2,0.4746670569545204
"[3, 2, 6, 7, 5, 1, 4, 0]",4,113288,00010001010111011,8,4.78811330864474,30.99316218041669,5,1,119,64036,00100100010111110,8,4.416405345376791,30.99316218041669,7,0,158,0.37170796326794875,7.7631404962126815,2,2,0.37170796326794875
"[3, 2, 6, 7, 5, 4, 0, 1]",8,113152,00000000010111011,6,4.661364439063363,30.702166702091183,7,1,157,129544,00010000010111111,8,4.332278104762015,30.99316218041669,7,1,169,0.3290863343013486,7.059871387517469,4,4,0.3290863343013486
"[3, 2, 6, 7, 5, 4, 1, 0]",8,129536,00000000010111111,7,4.416405345376791,30.84766444125394,7,0,158,96769,10000000010111101,7,4.416405345376791,30.847664441253936,7,0,158,0.0,0.0,4,4,0.14199999999999857
"[3, 2, 7, 0, 1, 4, 5, 6]",4,47246,01110001000111010,8,4.6851542149581675,30.993162180416693,4,1,108,47246,01110001000111010,8,4.6851542149581675,30.993162180416693,4,1,108,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 1, 4, 6, 5]",4,47238,01100001000111010,7,4.6851542149581675,30.847664441253936,4,1,108,47238,01100001000111010,7,4.6851542149581675,30.847664441253936,4,1,108,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 1, 5, 4, 6]",4,112782,01110001000111011,9,4.6851542149581675,31.138659919579446,4,1,108,112782,01110001000111011,9,4.6851542149581675,31.138659919579446,4,1,108,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 1, 5, 6, 4]",4,112774,01100001000111011,8,4.6851542149581675,30.99316218041669,4,1,108,112774,01100001000111011,8,4.6851542149581675,30.99316218041669,4,1,108,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 1, 6, 4, 5]",8,47270,01100101000111010,8,4.6851542149581675,30.99316218041669,4,1,108,47270,01100101000111010,8,4.6851542149581675,30.99316218041669,4,1,108,0.0,0.0,8,8,0.0
"[3, 2, 7, 0, 1, 6, 5, 4]",8,112806,01100101000111011,9,4.6851542149581675,31.138659919579446,4,1,108,112806,01100101000111011,9,4.6851542149581675,31.138659919579446,4,1,108,0.0,0.0,8,8,0.0
"[3, 2, 7, 0, 4, 1, 5, 6]",4,47242,01010001000111010,7,4.78811330864474,30.847664441253936,5,1,119,47242,01010001000111010,7,4.78811330864474,30.847664441253936,5,1,119,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 4, 1, 6, 5]",4,47234,01000001000111010,6,4.78811330864474,30.70216670209118,5,1,119,47234,01000001000111010,6,4.78811330864474,30.70216670209118,5,1,119,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 4, 5, 1, 6]",8,47114,01010000000111010,6,4.55840534537679,30.70216670209118,6,1,146,47114,01010000000111010,6,4.55840534537679,30.70216670209118,6,1,146,0.0,0.0,8,8,0.0
"[3, 2, 7, 0, 4, 5, 6, 1]",8,47106,01000000000111010,5,4.661364439063363,30.556668962928427,7,1,157,47106,01000000000111010,5,4.661364439063363,30.556668962928427,7,1,157,0.0,0.0,8,8,0.0
"[3, 2, 7, 0, 4, 6, 1, 5]",4,112686,01110100000111011,9,4.55840534537679,31.138659919579446,6,1,146,112686,01110100000111011,9,4.55840534537679,31.138659919579446,6,1,146,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 4, 6, 5, 1]",4,112678,01100100000111011,8,4.661364439063363,30.993162180416693,7,1,157,112678,01100100000111011,8,4.661364439063363,30.993162180416693,7,1,157,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 5, 1, 4, 6]",4,112778,01010001000111011,8,4.78811330864474,30.99316218041669,5,1,119,112778,01010001000111011,8,4.78811330864474,30.99316218041669,5,1,119,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 5, 1, 6, 4]",4,112770,01000001000111011,7,4.78811330864474,30.847664441253936,5,1,119,112770,01000001000111011,7,4.78811330864474,30.847664441253936,5,1,119,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 5, 4, 1, 6]",8,112650,01010000000111011,7,4.55840534537679,30.847664441253936,6,1,146,112650,01010000000111011,7,4.55840534537679,30.847664441253936,6,1,146,0.0,0.0,8,8,0.0
"[3, 2, 7, 0, 5, 4, 6, 1]",8,112642,01000000000111011,6,4.661364439063363,30.702166702091183,7,1,157,112642,01000000000111011,6,4.661364439063363,30.702166702091183,7,1,157,0.0,0.0,8,8,0.0
"[3, 2, 7, 0, 5, 6, 1, 4]",4,47150,01110100000111010,8,4.55840534537679,30.99316218041669,6,1,146,47150,01110100000111010,8,4.55840534537679,30.99316218041669,6,1,146,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 5, 6, 4, 1]",4,47142,01100100000111010,7,4.661364439063363,30.847664441253936,7,1,157,47142,01100100000111010,7,4.661364439063363,30.847664441253936,7,1,157,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 6, 1, 4, 5]",8,47266,01000101000111010,7,4.78811330864474,30.847664441253936,5,1,119,47266,01000101000111010,7,4.78811330864474,30.847664441253936,5,1,119,0.0,0.0,8,8,0.0
"[3, 2, 7, 0, 6, 1, 5, 4]",8,112802,01000101000111011,8,4.78811330864474,30.99316218041669,5,1,119,112802,01000101000111011,8,4.78811330864474,30.99316218041669,5,1,119,0.0,0.0,8,8,0.0
"[3, 2, 7, 0, 6, 4, 1, 5]",4,112682,01010100000111011,8,4.55840534537679,30.99316218041669,6,1,146,112682,01010100000111011,8,4.55840534537679,30.99316218041669,6,1,146,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 6, 4, 5, 1]",4,112674,01000100000111011,7,4.661364439063363,30.84766444125394,7,1,157,112674,01000100000111011,7,4.661364439063363,30.84766444125394,7,1,157,0.0,0.0,4,4,0.0
"[3, 2, 7, 0, 6, 5, 1, 4]",4,47146,01010100000111010,7,4.55840534537679,30.847664441253933,6,1,146,47146,01010100000111010,7,4.55840534537679,30.847664441253933,6,1,146,0.0,0.0,4,4,0.0
